개방자치단체코드,관리번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3060000,202630600000804053,서울특별시 중랑구청,,서울특별시 중랑구 중화동 434,재난재해,1,200,,30,202301,02-2094-2774,37.5984526,127.0712275,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:21
3060000,202630600000802730,서울특별시 중랑구청,서울특별시 중랑구 용마산로90길,서울특별시 중랑구 면목3.8동 산16-2,생활방범,2,200,,30,201206,02-2094-0284,37.5875681,127.0989214,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:08
3060000,202630600000802378,서울특별시 중랑구청,서울특별시 중랑구 사가정로46나길 26,서울특별시 중랑구 면목7동 668-4,생활방범,3,200,,30,201408,02-2094-0284,37.5772563,127.0838801,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:05
3060000,202630600000802802,서울특별시 중랑구청,서울특별시 중랑구 공릉로12가길 47,서울특별시 중랑구 묵1동 154-26,어린이보호,4,200,,30,201309,02-2094-0284,37.6174202,127.0819702,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:09
3060000,202630600000804045,서울특별시 중랑구청,서울특별시 중랑구 동일로540,서울특별시 중랑구 면목동 168-2,재난재해,1,200,,30,201501,02-2094-2774,37.5781789,127.0799845,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:21
3060000,202630600000803887,서울특별시 중랑구청,서울특별시 중랑구 망우로87길 15,서울특별시 중랑구 망우본동 94-3,생활방범,1,200,,30,202412,02-2094-0284,37.6013532,127.1107974,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:19
3060000,202630600000802329,서울특별시 중랑구청,서울특별시 중랑구 동일로92길 21,서울특별시 중랑구 면목5동 160-23,생활방범,3,200,,30,201302,02-2094-0284,37.5834867,127.081257,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:05
3060000,202630600000804087,서울특별시 중랑구청,,서울특별시 중랑구 묵동 361-2,재난재해,1,200,,30,202001,02-2094-2774,37.6088362,127.0726576,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:21
3060000,202630600000803791,서울특별시 중랑구청,서울특별시 중랑구 동일로130길 21-6,서울특별시 중랑구 중화1동 288-12,생활방범,1,200,,30,202312,02-2094-0284,37.5999461,127.0813244,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:18
3060000,202630600000802598,서울특별시 중랑구청,서울특별시 중랑구 망우로42길 10,서울특별시 중랑구 상봉2동 118-1,생활방범,4,200,,30,201302,02-2094-0284,37.5950111,127.0828974,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:07
3060000,202630600000803299,서울특별시 중랑구청,,서울특별시 중랑구 신내1동 256-18,생활방범,3,200,,30,202410,02-2094-0284,37.6191583,127.1116583,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:14
3060000,202630600000802656,서울특별시 중랑구청,서울특별시 중랑구 답십리로 381,서울특별시 중랑구 면목4동 399-36,생활방범,4,200,,30,201812,02-2094-0284,37.571513,127.0827117,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:08
3060000,202630600000802139,서울특별시 중랑구청,서울특별시 중랑구 동일로154길 17,서울특별시 중랑구 묵1동 122-206,생활방범,4,200,,30,201408,02-2094-0284,37.6090561,127.0791565,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:03
3060000,202630600000802739,서울특별시 중랑구청,서울특별시 중랑구 봉우재로58길 16-5,서울특별시 중랑구 망우3동 474-11,생활방범,4,200,,30,201112,02-2094-0284,37.5936719,127.0952022,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:08
3060000,202630600000802915,서울특별시 중랑구청,서울특별시 중랑구 봉우재로 147,서울특별시 중랑구 상봉2동 105-91,생활방범,3,200,,30,201912,02-2094-0284,37.5934149,127.0893053,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:10
3060000,202630600000802397,서울특별시 중랑구청,서울특별시 중랑구 면목로48길 48,서울특별시 중랑구 면목3.8동 465-42,생활방범,4,200,,30,200801,02-2094-0284,37.5820001,127.0915678,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:05
3060000,202630600000802647,서울특별시 중랑구청,서울특별시 중랑구 망우로 474,서울특별시 중랑구 망우본동 207-1,생활방범,4,200,,30,201812,02-2094-0284,37.6004223,127.1048187,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:08
3060000,202630600000802401,서울특별시 중랑구청,서울특별시 중랑구 용마산로89길 16,서울특별시 중랑구 면목3.8동 42-59,생활방범,5,200,,30,200801,02-2094-0284,37.5882339,127.0953064,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:06
3060000,202630600000804072,서울특별시 중랑구청,,서울특별시 중랑구 묵2동 335,재난재해,1,200,,30,201001,02-2094-2774,37.6158836,127.0736137,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:21
3060000,202630600000803426,서울특별시 중랑구청,,서울특별시 중랑구 중화1동 19-19,생활방범,4,200,,30,202505,02-2094-0284,37.6038492,127.0845046,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:15
3060000,202630600000804033,서울특별시 중랑구청,서울특별시 중랑구 답십리로351-40,서울특별시 중랑구 면목동 727-439,재난재해,1,200,,30,201501,02-2094-2774,37.574008,127.0795442,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:21
3060000,202630600000803061,서울특별시 중랑구청,서울특별시 중랑구 망우로 231-8,서울특별시 중랑구 중화2동 207-12,생활방범,3,200,,30,202112,02-2094-0284,37.5952476,127.0780925,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:11
3060000,202630600000802576,서울특별시 중랑구청,서울특별시 중랑구 신내로7다길 60-30,서울특별시 중랑구 상봉1동 32-2,생활방범,3,200,,30,201612,02-2094-0284,37.6021957,127.0927429,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:07
3060000,202630600000802380,서울특별시 중랑구청,서울특별시 중랑구 사가정로72길 30,서울특별시 중랑구 면목7동 520-22,생활방범,4,200,,30,201502,02-2094-0284,37.579525,127.0951004,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:05
3060000,202630600000803782,서울특별시 중랑구청,서울특별시 중랑구 면목로28길 23-20,서울특별시 중랑구 면목4동 371-8,생활방범,1,200,,30,202312,02-2094-0284,37.5754443,127.086894,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:18
3060000,202630600000802491,서울특별시 중랑구청,서울특별시 중랑구 봉우재로57가길 3,서울특별시 중랑구 망우본동 514-96,생활방범,3,200,,30,201612,02-2094-0284,37.5952196,127.095075,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:06
3060000,202630600000803101,서울특별시 중랑구청,서울특별시 중랑구 용마산로 288,서울특별시 중랑구 면목7동 580-44,생활방범,3,200,,30,202112,02-2094-0284,37.578202,127.0910501,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:12
3060000,202630600000803445,서울특별시 중랑구청,서울특별시 중랑구 망우로73길 20-13,서울특별시 중랑구 망우본동 342-39,생활방범,4,200,,30,202512,02-2094-0284,37.6014515,127.1039965,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:15
3060000,202630600000802959,서울특별시 중랑구청,서울특별시 중랑구 면목로 407,서울특별시 중랑구 면목본동 483-22,생활방범,4,200,,30,202012,02-2094-0284,37.5883849,127.087981,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:10
3060000,202630600000802235,서울특별시 중랑구청,서울특별시 중랑구 겸재로54길 79,서울특별시 중랑구 면목본동 65-45,생활방범,4,200,,30,201502,02-2094-0284,37.5858757,127.0914494,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:04
3060000,202630600000802487,서울특별시 중랑구청,서울특별시 중랑구 상봉로 118,서울특별시 중랑구 망우본동 506-1,생활방범,1,200,,30,201612,02-2094-0284,37.5972722,127.0938884,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:06
3060000,202630600000803225,서울특별시 중랑구청,서울특별시 중랑구 봉화산로56길 114,서울특별시 중랑구 신내1동 478-4,생활방범,3,200,,30,202312,02-2094-0284,37.6039839,127.0975036,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:13
3060000,202630600000802572,서울특별시 중랑구청,서울특별시 중랑구 동일로120길 121-3,서울특별시 중랑구 상봉1동 190-109,생활방범,3,200,,30,201512,02-2094-0284,37.5978241,127.0867615,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:07
3060000,202630600000802916,서울특별시 중랑구청,서울특별시 중랑구 상봉중앙로 60,서울특별시 중랑구 상봉1동 225-1,생활방범,3,200,,30,201912,02-2094-0284,37.6026818,127.0872944,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:10
3060000,202630600000802155,서울특별시 중랑구청,서울특별시 중랑구 동일로148나길 14,서울특별시 중랑구 묵1동 128-12,생활방범,4,200,,30,201712,02-2094-0284,37.6079636,127.0809937,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:03
3060000,202630600000803051,서울특별시 중랑구청,서울특별시 중랑구 망우로42길 26,서울특별시 중랑구 상봉2동 121,생활방범,4,200,,30,202112,02-2094-0284,37.5944266,127.083124,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:11
3060000,202630600000802682,서울특별시 중랑구청,서울특별시 중랑구 봉화산로 110,서울특별시 중랑구 상봉1동 222-37,생활방범,3,200,,30,201812,02-2094-0284,37.6026618,127.0865344,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:08
3060000,202630600000802516,서울특별시 중랑구청,서울특별시 중랑구 용마공원로5가길 23,서울특별시 중랑구 망우3동 422-2,생활방범,4,200,,30,201003,02-2094-0284,37.5936123,127.1021178,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:07
3060000,202630600000802827,서울특별시 중랑구청,서울특별시 중랑구 상봉로15가길 28-4,서울특별시 중랑구 면목본동 86-49,어린이보호,2,200,,30,201311,02-2094-0284,37.5908012,127.0926132,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:09
3060000,202630600000803562,서울특별시 중랑구청,서울특별시 중랑구 봉우재로20가길 11,서울특별시 중랑구 면목2동 134-26,생활방범,2,200,,30,201912,02-2094-0284,37.5909939,127.0814153,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:16
3060000,202630600000803090,서울특별시 중랑구청,서울특별시 중랑구 동일로123길 98-18,서울특별시 중랑구 중화2동 329-63,생활방범,4,200,,30,202112,02-2094-0284,37.5999118,127.0756431,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:12
3060000,202630600000803990,서울특별시 중랑구청,서울특별시 중랑구 면목로 434,서울특별시 신내로14길 21,교통단속,4,200,,30,201812,02-2094-2637,37.590691,127.0871145,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:20
3060000,202630600000803175,서울특별시 중랑구청,서울특별시 중랑구 중랑역로 15-1,서울특별시 중랑구 중화2동 320-50,생활방범,4,200,,30,202301,02-2094-0284,37.5955462,127.0759279,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:12
3060000,202630600000802300,서울특별시 중랑구청,서울특별시 중랑구 면목로24길 10,서울특별시 중랑구 면목4동 392-37,생활방범,3,200,,30,201302,02-2094-0284,37.572844,127.0847776,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:05
3060000,202630600000804091,서울특별시 중랑구청,,서울특별시 중랑구 면목동 1031-44,재난재해,1,200,,30,202001,02-2094-2774,37.5856501,127.074978,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:21
3060000,202630600000802801,서울특별시 중랑구청,서울특별시 중랑구 숙선옹주로 66,서울특별시 중랑구 묵1동 23-2,어린이보호,3,200,,30,201309,02-2094-0284,37.6147308,127.084343,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:09
3060000,202630600000802288,서울특별시 중랑구청,서울특별시 중랑구 답십리로81길 35,서울특별시 중랑구 면목4동 656,생활방범,4,200,,30,200801,02-2094-0284,37.5725367,127.0832462,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:05
3060000,202630600000803882,서울특별시 중랑구청,서울특별시 중랑구 면목로48길 65,서울특별시 중랑구 면목3.8동 449-23,생활방범,1,200,,30,202412,02-2094-0284,37.5819789,127.0920027,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:19
3060000,202630600000803469,서울특별시 중랑구청,서울특별시 중랑구 면목로72길 48-3,서울특별시 중랑구 면목본동 1180,생활방범,1,200,,30,201712,02-2094-0284,37.5876274,127.0904617,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:15
3060000,202630600000803365,서울특별시 중랑구청,,서울특별시 중랑구 망우본동 산 10-3,생활방범,3,200,,30,202412,02-2094-0284,37.6111316,127.1049457,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:14
3060000,202630600000802472,서울특별시 중랑구청,서울특별시 중랑구 봉우재로71길 50,서울특별시 중랑구 망우본동 463-42,생활방범,4,200,,30,201003,02-2094-0284,37.5966879,127.0974477,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:06
3060000,202630600000802939,서울특별시 중랑구청,서울특별시 중랑구 동일로 899,서울특별시 중랑구 묵2동 239-76,생활방범,4,200,,30,201912,02-2094-0284,37.6107576,127.0775504,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:10
3060000,202630600000803700,서울특별시 중랑구청,서울특별시 중랑구 봉우재로71길 44,서울특별시 중랑구 망우본동 463-27,생활방범,1,200,,30,202112,02-2094-0284,37.5965876,127.0976424,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:17
3060000,202630600000803093,서울특별시 중랑구청,서울특별시 중랑구 숙선옹주로 45,서울특별시 중랑구 묵1동 396-7,생활방범,4,200,,30,202112,02-2094-0284,37.6168502,127.0837301,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:12
3060000,202630600000802638,서울특별시 중랑구청,서울특별시 중랑구 봉화산로 45길 봉수대공원,서울특별시 중랑구 신내2동 602-1,생활방범,5,200,,30,200801,02-2094-0284,37.6065729,127.0919046,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:08
3060000,202630600000803344,서울특별시 중랑구청,서울특별시 중랑구 동일로139나길 22,서울특별시 중랑구 중화2동 308-40,생활방범,3,200,,30,202412,02-2094-0284,37.6040501,127.076781,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:14
3060000,202630600000803777,서울특별시 중랑구청,서울특별시 중랑구 봉화산로56길 22,서울특별시 중랑구 신내1동 392-4,생활방범,1,200,,30,202212,02-2094-0284,37.6074715,127.0992042,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:18
3060000,202630600000803960,서울특별시 중랑구청,서울특별시 중랑구 숙선옹주로 109,서울특별시 중랑구 묵1동 11,교통단속,2,200,,30,202108,02-2094-2637,37.6179382,127.0869655,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:20
3060000,202630600000803747,서울특별시 중랑구청,서울특별시 중랑구 중랑천로10길 101,서울특별시 중랑구 상봉2동 129-14,생활방범,1,200,,30,202212,02-2094-0284,37.5930164,127.0786329,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:18
3060000,202630600000803457,서울특별시 중랑구청,서울특별시 중랑구 중화동 303-1,서울특별시 중랑구 동일로 795,생활방범,1,200,,30,201907,02-2094-0284,37.6015176,127.0792524,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:15
3060000,202630600000802499,서울특별시 중랑구청,,서울특별시 중랑구 망우본동 산51-4,생활방범,3,200,,30,201712,02-2094-0284,37.6014678,127.11458,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:06
3060000,202630600000804001,서울특별시 중랑구청,서울특별시 중랑구 신내로7가길 22,서울특별시 중랑구 신내로14길 21,교통단속,4,200,,30,201911,02-2094-2637,37.6024802,127.0937989,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:20
3060000,202630600000802524,서울특별시 중랑구청,서울특별시 중랑구 용마산로96길 55-13,서울특별시 중랑구 망우3동 433-21,생활방범,4,200,,30,201302,02-2094-0284,37.5900823,127.1008773,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:07
3060000,202630600000803004,서울특별시 중랑구청,서울특별시 중랑구 용마산로100길 13,서울특별시 중랑구 망우3동 440,생활방범,3,200,,30,202012,02-2094-0284,37.5919522,127.0990279,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:11
3060000,202630600000802190,서울특별시 중랑구청,서울특별시 중랑구 용마산로81길 54,서울특별시 중랑구 면목본동 110-1,생활방범,4,200,,30,200801,02-2094-0284,37.5854538,127.0914186,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:04
3060000,202630600000802649,서울특별시 중랑구청,서울특별시 중랑구 망우로 494-9,서울특별시 중랑구 망우본동 163-20,생활방범,3,200,,30,201812,02-2094-0284,37.5999706,127.1069956,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:08
3060000,202630600000803006,서울특별시 중랑구청,서울특별시 중랑구 용마산로 488,서울특별시 중랑구 망우3동 410-8,생활방범,3,200,,30,202012,02-2094-0284,37.5944604,127.0997036,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:11
3060000,202630600000803603,서울특별시 중랑구청,서울특별시 중랑구 중랑역로 243,서울특별시 중랑구 묵2동 233-12,생활방범,1,200,,30,201912,02-2094-0284,37.6151889,127.0754871,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:16
3060000,202630600000802083,서울특별시 중랑구청,서울특별시 중랑구 봉화산로27길 55,서울특별시 중랑구 중화1동 34-1,생활방범,3,200,,30,201712,02-2094-0284,37.6040726,127.0824585,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:03
3060000,202630600000803038,서울특별시 중랑구청,서울특별시 중랑구 동일로95길 44,서울특별시 중랑구 면목5동 174-83,생활방범,2,200,,30,202112,02-2094-0284,37.5850804,127.0771753,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:11
3060000,202630600000802785,서울특별시 중랑구청,서울특별시 중랑구 동일로130길 52,서울특별시 중랑구 중화1동 148-126,어린이보호,3,200,,30,201309,02-2094-0284,37.6002617,127.0829163,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:09
3060000,202630600000803392,서울특별시 중랑구청,,서울특별시 중랑구 망우본동 산 48-3,생활방범,5,200,,30,202412,02-2094-0284,37.607689,127.1117189,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:15
3060000,202630600000803894,서울특별시 중랑구청,,서울특별시 중랑구 망우본동 243-1,생활방범,1,200,,30,202412,02-2094-0284,37.6061971,127.1077346,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:19
3060000,202630600000803812,서울특별시 중랑구청,서울특별시 중랑구 면목로54길 19,서울특별시 중랑구 면목3.8동 428-67,생활방범,2,200,,30,202312,02-2094-0284,37.5836499,127.0894558,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:18
3060000,202630600000802931,서울특별시 중랑구청,서울특별시 중랑구 용마산로118길 130,서울특별시 중랑구 망우본동 135-4,생활방범,4,200,,30,201912,02-2094-0284,37.6010112,127.107644,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:10
3060000,202630600000803374,서울특별시 중랑구청,,서울특별시 중랑구 망우본동 산 23,생활방범,3,200,,30,202412,02-2094-0284,37.6092257,127.1079895,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:14
3060000,202630600000803126,서울특별시 중랑구청,서울특별시 중랑구 동일로101길 20-15,서울특별시 중랑구 면목2동 180-8,생활방범,3,200,,30,202212,02-2094-0284,37.5895435,127.0790035,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:12
3060000,202630600000802181,서울특별시 중랑구청,서울특별시 중랑구 중랑역로 173-1,서울특별시 중랑구 묵2동 243-15,생활방범,4,200,,30,201712,02-2094-0284,37.6089706,127.0762122,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:04
3060000,202630600000802318,서울특별시 중랑구청,서울특별시 중랑구 면목로30나길 19,서울특별시 중랑구 면목4동 583-4,생활방범,3,200,,30,201712,02-2094-0284,37.5766106,127.0878296,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:05
3060000,202630600000802626,서울특별시 중랑구청,서울특별시 중랑구 용마산로139다길 2,서울특별시 중랑구 신내1동 284-11,생활방범,3,200,,30,201502,02-2094-0284,37.6171138,127.1015406,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:07
3060000,202630600000803557,서울특별시 중랑구청,서울특별시 중랑구 용마산로 120길 4-1,서울특별시 중랑구 망우본동 354-19,어린이보호,1,200,,30,201712,02-2094-0284,37.6016464,127.1010971,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:16
3060000,202630600000803403,서울특별시 중랑구청,,서울특별시 중랑구 망우본동 338-20,생활방범,4,200,,30,202412,02-2094-0284,37.6094244,127.1026464,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:15
3060000,202630600000802773,서울특별시 중랑구청,,서울특별시 중랑구 묵1동 산46-1,생활방범,2,200,,30,201812,02-2094-0284,37.6094933,127.0812225,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:09
3060000,202630600000802258,서울특별시 중랑구청,서울특별시 중랑구 봉우재로32길 42,서울특별시 중랑구 면목2동 137-1,생활방범,4,200,,30,201003,02-2094-0284,37.5911102,127.0846634,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:04
3060000,202630600000802339,서울특별시 중랑구청,서울특별시 중랑구 겸재로10길 55,서울특별시 중랑구 면목5동 172-30,생활방범,3,200,,30,201408,02-2094-0284,37.5838239,127.0783195,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:05
3060000,202630600000803837,서울특별시 중랑구청,서울특별시 중랑구 용마산로100길 74-10,서울특별시 중랑구 망우3동 427-58,생활방범,1,200,,30,202312,02-2094-0284,37.5898978,127.1019004,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:19
3060000,202630600000803192,서울특별시 중랑구청,서울특별시 중랑구 겸재로23길 27,서울특별시 중랑구 면목2동 146-45,생활방범,3,200,,30,202312,02-2094-0284,37.5878366,127.0806012,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:13
3060000,202630600000802105,서울특별시 중랑구청,서울특별시 중랑구 중랑역로3가길 4,서울특별시 중랑구 중화2동 320-109,생활방범,3,200,,30,201408,02-2094-0284,37.5950047,127.0753182,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:03
3060000,202630600000802610,서울특별시 중랑구청,서울특별시 중랑구 동일로114길 9,서울특별시 중랑구 상봉2동 120-52,생활방범,4,200,,30,201512,02-2094-0284,37.5933609,127.0810013,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:07
3060000,202630600000803413,서울특별시 중랑구청,,서울특별시 중랑구 면목3.8동 산1-3,생활방범,4,200,,30,202501,02-2094-0284,37.5838655,127.1013456,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:15
3060000,202630600000802986,서울특별시 중랑구청,서울특별시 중랑구 동일로144가길 38,서울특별시 중랑구 중화1동 275-31,생활방범,4,200,,30,202012,02-2094-0284,37.6057829,127.0826212,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:11
3060000,202630600000802660,서울특별시 중랑구청,서울특별시 중랑구 사가정로50길6,서울특별시 중랑구 면목7동 637-5,생활방범,4,200,,30,201812,02-2094-0284,37.5805107,127.0864165,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:08
3060000,202630600000802228,서울특별시 중랑구청,서울특별시 중랑구 상봉로 89-5,서울특별시 중랑구 면목본동 89-9,생활방범,2,200,,30,201408,02-2094-0284,37.5938113,127.0927863,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:04
3060000,202630600000802796,서울특별시 중랑구청,서울특별시 중랑구 중랑천로29길 49,서울특별시 중랑구 중화2동 325-103,어린이보호,4,200,,30,201311,02-2094-0284,37.5957984,127.0708616,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:09
3060000,202630600000803984,서울특별시 중랑구청,서울특별시 중랑구 용마산로 334,서울특별시 중랑구 면목동 507-38,교통단속,5,200,,30,201711,02-2094-2637,37.5818104,127.0935748,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:20
3060000,202630600000804066,서울특별시 중랑구청,서울특별시 중랑구 중랑천로 143,서울특별시 중랑구 중화2동 404-4,재난재해,1,200,,30,201401,02-2094-2774,37.5982963,127.0718132,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:21
3060000,202630600000803507,서울특별시 중랑구청,서울특별시 중랑구 동일로109길 87,서울특별시 중랑구 면목2동 191-1,생활방범,1,200,,30,201812,02-2094-0284,37.5908212,127.0752396,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:16
3060000,202630600000803584,서울특별시 중랑구청,서울특별시 중랑구 면목로74길39,서울특별시 중랑구 면목본동 101-2,생활방범,1,200,,30,201912,02-2094-0284,37.5895077,127.0896188,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:16
3060000,202630600000804080,서울특별시 중랑구청,서울특별시 중랑구 용마공원로 61,서울특별시 중랑구 망우동 424-4,재난재해,1,200,,30,201701,02-2094-2774,37.5908653,127.1039157,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:21
3060000,202630600000802174,서울특별시 중랑구청,서울특별시 중랑구 중랑천로 306-17,서울특별시 중랑구 묵2동 236-40,생활방범,3,200,,30,201502,02-2094-0284,37.6125422,127.0734341,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:04
3060000,202630600000803075,서울특별시 중랑구청,서울특별시 중랑구 망우로91길 40-23,서울특별시 중랑구 망우본동 75-6,생활방범,4,200,,30,202112,02-2094-0284,37.6024252,127.1150129,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:12
3060000,202630600000802175,서울특별시 중랑구청,서울특별시 중랑구 동일로143길 78,서울특별시 중랑구 묵2동 248-65,생활방범,3,200,,30,201612,02-2094-0284,37.6048813,127.0743027,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:04
3060000,202630600000804103,서울특별시 중랑구청,,서울특별시 중랑구 묵동 267,재난재해,1,200,,30,202401,02-2094-2774,37.6166827,127.0755032,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:21
3060000,202630600000802125,서울특별시 중랑구청,서울특별시 중랑구 동일로160길 39,서울특별시 중랑구 묵1동 122-255,생활방범,4,200,,30,200801,02-2094-0284,37.6110603,127.0799597,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:03
3060000,202630600000803840,서울특별시 중랑구청,서울특별시 중랑구 용마산로77길 33,서울특별시 중랑구 면목본동 405-35,생활방범,1,200,,30,202312,02-2094-0284,37.5843366,127.0916985,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:19
3060000,202630600000803360,서울특별시 중랑구청,서울특별시 중랑구 신내로 177,서울특별시 중랑구 신내1동 315-4,생활방범,4,200,,30,202412,02-2094-0284,37.6144747,127.0961549,2026-01-01,I,2026-05-15 18:45:39,2026-02-06 15:14:14
